what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1343432092277
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1343432094670
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343432109268
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343432126962
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1343432127030
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1343432127030
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343432130672
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343432131959
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343432184247
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343432186479
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1343432186578
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1343432186578
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343432189817
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343432193608
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1343432193676
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1343432193676
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343432229714
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343432233247
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1343432233319
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1343432233319
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343432290205
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343432292214
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1343432292281
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1343432292281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343432306078
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343432308698
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1343432308764
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1343432308764
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343432317919
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343432320106
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1343432320175
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1343432320175
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1343432342919
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1343432342974
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1343432343172
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1343432344654
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343432350851
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1343432355381
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343432355461
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1343432358806
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1343432358846
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343432371733
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343432398927
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1343432401931
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1343432403199
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1343432403240
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1343432410248
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1343432410506
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1343432410548
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343432420106
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343432422482
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343432437260
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1343432486263
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1343432486496
