what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343572479146
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343572482145
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343572621467
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343572629484
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343572633598
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343572642821
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343572646124
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343572689209
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343572691466
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343572730311
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343572742344
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343572774200
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343572777065
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343572789676
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343572793665
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343572802542
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343572806278
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343572810377
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343572813203
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343572819300
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343572829766
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343572833005
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343572841239
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343572844153
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343572860856
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343572866172
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343572868177
