date,open,high,low,close,volume,adj.close
2018/01/04,2839.0,2844.5,2823.5,2844.5,9037800,2844.5
2018/01/05,2840.0,2850.5,2826.0,2841.5,8401800,2841.5
2018/01/09,2855.0,2855.5,2830.0,2830.5,7508000,2830.5
2018/01/10,2830.0,2836.5,2818.0,2825.0,7247600,2825.0
2018/01/11,2818.0,2822.0,2801.0,2807.5,6970200,2807.5
2018/01/12,2800.0,2805.0,2758.0,2764.0,12128200,2764.0
2018/01/15,2783.0,2790.5,2762.5,2763.5,7852600,2763.5
2018/01/16,2750.5,2787.5,2737.0,2782.0,8619200,2782.0
2018/01/17,2755.5,2780.0,2748.0,2774.5,7703400,2774.5
2018/01/18,2750.5,2784.0,2741.0,2741.0,11790700,2741.0
2018/01/19,2753.5,2754.0,2727.0,2743.5,9308700,2743.5
2018/01/22,2743.0,2760.0,2735.5,2755.0,5516500,2755.0
2018/01/23,2764.5,2782.5,2760.5,2776.5,4879600,2776.5
2018/01/24,2781.5,2836.0,2776.0,2833.0,10238000,2833.0
2018/01/25,2837.5,2841.0,2806.0,2811.5,7937900,2811.5
2018/01/26,2811.0,2829.0,2810.0,2819.5,6055100,2819.5
2018/01/29,2838.5,2858.0,2816.0,2820.5,7817000,2820.5
2018/01/30,2811.0,2814.0,2784.0,2789.5,7561800,2789.5
2018/01/31,2793.5,2795.5,2750.5,2753.0,8648400,2753.0
2018/02/01,2803.0,2834.5,2789.0,2833.0,9592400,2833.0
2018/02/02,2817.0,2817.0,2789.5,2799.0,7148000,2799.0
2018/02/05,2759.5,2767.5,2749.0,2755.5,8859500,2755.5
2018/02/06,2688.5,2690.0,2604.0,2649.0,18412900,2649.0
2018/02/07,2694.5,2737.0,2668.0,2670.5,11554900,2670.5
2018/02/08,2670.0,2678.0,2618.5,2637.0,12483900,2637.0
2018/02/09,2584.5,2612.5,2576.0,2607.0,13378000,2607.0
2018/02/13,2631.5,2644.0,2595.5,2597.5,11435400,2597.5
2018/02/14,2600.5,2615.5,2565.0,2583.0,9784800,2583.0
2018/02/15,2615.0,2621.0,2600.5,2606.5,6436600,2606.5
2018/02/16,2611.5,2613.0,2591.5,2601.5,8220200,2601.5
2018/02/19,2630.5,2649.5,2626.5,2645.5,4853200,2645.5
2018/02/20,2635.0,2657.0,2628.5,2639.5,4887700,2639.5
2018/02/21,2643.0,2645.5,2613.0,2623.5,6861700,2623.5
2018/02/22,2600.5,2610.5,2595.0,2608.5,5144500,2608.5
2018/02/23,2600.0,2618.0,2596.0,2618.0,4736300,2618.0
2018/02/26,2650.0,2684.0,2645.0,2673.5,5368400,2673.5
2018/02/27,2703.0,2703.0,2653.0,2671.0,6537200,2671.0
2018/02/28,2660.5,2670.5,2635.5,2635.5,7647600,2635.5
2018/03/01,2603.5,2615.5,2595.0,2606.5,7422600,2606.5
2018/03/02,2571.0,2585.0,2553.0,2556.0,8202600,2556.0
2018/03/02,2571.0,2585.0,2553.0,2556.0,8202600,2556.0
2018/03/05,2555.0,2634.0,2551.5,2633.0,8817800,2633.0
2018/03/06,2683.0,2683.0,2628.5,2645.5,6292700,2645.5
2018/03/07,2655.5,2687.5,2651.5,2657.5,8497600,2657.5
2018/03/08,2674.0,2680.0,2651.5,2663.0,7128300,2663.0
2018/03/09,2687.5,2694.0,2651.5,2665.0,10941000,2665.0
2018/03/12,2699.0,2714.0,2688.5,2700.5,5390200,2700.5
2018/03/13,2697.5,2721.0,2690.0,2720.0,6699600,2720.0
2018/03/14,2689.5,2696.5,2676.0,2684.5,6043100,2684.5
2018/03/15,2681.5,2707.5,2672.5,2699.5,5296400,2699.5
2018/03/16,2700.0,2711.0,2694.5,2702.5,7497600,2702.5
2018/03/19,2702.0,2714.5,2675.5,2690.5,5609400,2690.5
2018/03/20,2692.0,2701.0,2681.5,2700.5,6522300,2700.5
2018/03/22,2695.0,2728.0,2694.0,2728.0,8377700,2728.0
2018/03/23,2674.5,2675.5,2631.0,2647.0,13232400,2647.0
