date,open,high,low,close,volume
2017/04/21,18591.82,18648.28,18542.42,18620.75,1862440000.0
2017/04/24,18890.38,18910.33,18840.13,18875.88,1921190000.0
2017/04/25,18872.56,19109.76,18867.19,19079.33,1948680000.0
2017/04/26,19184.92,19289.43,19170.86,19289.43,2035530000.0
2017/04/27,19205.59,19281.7,19199.59,19251.87,1970200000.0
2017/04/28,19240.65,19264.57,19164.68,19196.74,1996530000.0
2017/05/01,19154.03,19311.21,19144.62,19310.52,1760860000.0
2017/05/02,19335.72,19464.3,19335.02,19445.7,1862940000.0
2017/05/08,19709.01,19929.48,19705.13,19895.7,2408080000.0
2017/05/09,19915.64,19917.45,19838.71,19843.0,1990900000.0
2017/05/10,19890.56,19938.53,19866.3,19900.09,2169890000.0
2017/05/11,19943.95,19989.94,19906.35,19961.55,2292020000.0
2017/05/12,19941.64,19941.64,19809.91,19883.9,2248620000.0
2017/05/15,19753.46,19869.85,19740.63,19869.85,2155770000.0
2017/05/16,19953.06,19998.49,19862.41,19919.82,2174250000.0
2017/05/17,19806.78,19842.78,19764.63,19814.88,1964470000.0
2017/05/18,19556.99,19601.53,19449.73,19553.86,2184630000.0
2017/05/19,19591.41,19628.64,19497.29,19590.76,1908630000.0
2017/05/22,19670.48,19722.93,19618.73,19678.28,1467410000.0
2017/05/23,19647.74,19693.02,19585.54,19613.28,1543760000.0
2017/05/24,19777.56,19782.81,19690.1,19742.98,1728230000.0
2017/05/25,19737.21,19850.93,19720.12,19813.13,1677270000.0
2017/05/26,19798.49,19801.59,19686.49,19686.84,1563610000.0
2017/05/29,19697.18,19736.62,19627.19,19682.57,1274530000.0
2017/05/30,19681.11,19691.44,19570.13,19677.85,1326030000.0
2017/05/31,19630.33,19673.51,19589.25,19650.57,2018980000.0
2017/06/01,19692.16,19887.66,19686.32,19860.03,1738300000.0
2017/06/02,19970.23,20239.81,19967.0,20177.28,2315120000.0
2017/06/05,20135.42,20224.54,20104.13,20170.82,1648110000.0
2017/06/06,20122.26,20152.95,19948.02,19979.9,1704820000.0
2017/06/07,19951.68,20023.24,19908.07,19984.62,1718170000.0
2017/06/08,20048.28,20061.22,19896.35,19909.26,1983750000.0
2017/06/09,19953.06,20096.01,19927.07,20013.26,2263870000.0
2017/06/12,19920.77,19949.07,19837.64,19908.58,1785760000.0
2017/06/13,19859.81,19929.03,19850.86,19898.75,1614380000.0
2017/06/14,19974.56,20009.93,19879.6,19883.52,1701270000.0
2017/06/15,19815.54,19963.36,19755.34,19831.82,1881920000.0
2017/06/16,19931.15,20015.16,19884.8,19943.26,2285560000.0
2017/06/19,19974.3,20087.71,19949.88,20067.75,1484690000.0
2017/06/20,20234.12,20318.11,20227.29,20230.41,1836540000.0
2017/06/21,20192.16,20215.11,20117.79,20138.79,1634360000.0
2017/06/22,20154.38,20191.42,20107.89,20110.51,1550400000.0
2017/06/23,20152.58,20152.58,20089.54,20132.67,1532200000.0
2017/06/26,20132.81,20196.38,20119.04,20153.35,1395600000.0
2017/06/27,20229.12,20250.1,20185.19,20225.09,1573970000.0
2017/06/28,20149.2,20224.3,20110.49,20130.41,1920070000.0
2017/06/29,20260.87,20266.59,20197.38,20220.3,1950410000.0
2017/06/30,20025.63,20044.01,19946.51,20033.43,1968970000.0
2017/07/03,20056.32,20096.14,20030.61,20055.8,1601090000.0
2017/07/04,20192.27,20197.16,19971.53,20032.35,1857720000.0
2017/07/05,20015.07,20087.01,19888.9,20081.63,1794610000.0
2017/07/06,20061.68,20078.88,19947.63,19994.06,1683080000.0
2017/07/07,19856.65,19979.93,19856.65,19929.09,1653750000.0
2017/07/10,20070.44,20127.76,20023.03,20080.98,1540250000.0
2017/07/11,20073.86,20200.88,20070.67,20195.48,1436210000.0
2017/07/12,20137.22,20153.04,20061.16,20098.38,1480420000.0
2017/07/13,20177.28,20183.8,20062.27,20099.81,1739570000.0
2017/07/14,20157.92,20163.67,20101.71,20118.86,2043290000.0
2017/07/18,20074.41,20081.29,19943.14,19999.91,1817250000.0
2017/07/19,19970.78,20032.46,19947.26,20020.86,1641420000.0
2017/07/20,20046.9,20157.11,20032.23,20144.59,1650970000.0
2017/07/21,20089.86,20135.33,20081.91,20099.75,1534020000.0
2017/07/24,19973.67,20002.54,19901.88,19975.67,1561430000.0
2017/07/25,19979.56,20036.31,19941.61,19955.2,1497560000.0
2017/07/26,20098.14,20116.0,20016.58,20050.16,1727770000.0
2017/07/27,20026.58,20176.39,20005.2,20079.64,1837160000.0
2017/07/28,20048.46,20056.16,19926.6,19959.84,2028090000.0
2017/07/31,19933.45,19983.9,19891.9,19925.18,2334550000.0
2017/08/01,19907.08,20000.46,19904.72,19985.79,1944530000.0
2017/08/02,20057.07,20113.73,20022.05,20080.04,1718450000.0
2017/08/03,20066.0,20070.16,19985.4,20029.26,1680630000.0
2017/08/04,19949.79,19984.51,19933.59,19952.33,1515000000.0
2017/08/07,20059.29,20085.9,20037.4,20055.89,1505900000.0
2017/08/08,20062.65,20076.8,19970.57,19996.01,1652360000.0
2017/08/09,19928.96,19945.28,19660.22,19738.71,2066310000.0
2017/08/10,19792.45,19829.88,19685.83,19729.74,1964130000.0
2017/08/14,19545.58,19598.41,19486.48,19537.1,1959110000.0
2017/08/15,19689.38,19824.12,19656.91,19753.31,1650800000.0
2017/08/16,19750.55,19776.86,19719.08,19729.28,1435390000.0
2017/08/17,19707.75,19739.04,19679.37,19702.63,1436190000.0
2017/08/18,19471.27,19543.13,19433.09,19470.41,1671730000.0
2017/08/21,19509.53,19509.53,19365.65,19393.13,1406900000.0
2017/08/22,19373.11,19437.25,19361.95,19383.84,1314910000.0
2017/08/23,19547.05,19561.32,19408.47,19434.64,1453320000.0
2017/08/24,19366.36,19428.55,19351.92,19353.77,1442220000.0
2017/08/25,19401.12,19485.97,19384.37,19452.61,1343610000.0
2017/08/28,19502.23,19535.5,19420.5,19449.9,1344920000.0
2017/08/29,19319.11,19371.9,19280.02,19362.55,1387000000.0
2017/08/30,19480.98,19538.23,19435.1,19506.54,1705300000.0
2017/08/31,19591.32,19687.99,19583.11,19646.24,1770350000.0
2017/09/01,19733.57,19735.96,19620.07,19691.47,1630440000.0
2017/09/04,19615.96,19628.4,19479.4,19508.25,1595790000.0
2017/09/05,19533.38,19542.78,19354.59,19385.81,1640260000.0
2017/09/06,19286.06,19371.38,19254.67,19357.97,1665530000.0
2017/09/07,19433.44,19482.72,19365.75,19396.52,1526480000.0
2017/09/08,19297.96,19357.49,19239.52,19274.82,1860420000.0
2017/09/11,19441.39,19567.03,19437.14,19545.77,1498640000.0
2017/09/12,19736.14,19792.06,19718.8,19776.62,1654760000.0
2017/09/13,19873.69,19888.84,19845.02,19865.82,1605110000.0
2017/09/14,19860.37,19918.39,19793.85,19807.44,1662500000.0
2017/09/15,19793.8,19933.4,19787.65,19909.5,1986440000.0
2017/09/19,20128.18,20320.78,20122.0,20299.38,2044590000.0
2017/09/20,20301.33,20339.37,20272.82,20310.46,1756570000.0
2017/09/21,20456.5,20481.27,20332.69,20347.48,1973910000.0
2017/09/22,20413.61,20417.07,20249.24,20296.45,1693710000.0
2017/09/25,20439.43,20454.29,20367.03,20397.58,1529920000.0
2017/09/26,20349.26,20385.5,20303.98,20330.19,1780310000.0
2017/09/27,20269.82,20278.09,20213.66,20267.05,1202270000.0
2017/09/28,20398.63,20399.87,20299.68,20363.11,1603580000.0
2017/09/29,20315.34,20370.33,20285.06,20356.28,1731360000.0
2017/10/02,20400.51,20411.33,20363.28,20400.78,1355840000.0
2017/10/03,20475.25,20628.38,20438.17,20614.07,1450940000.0
2017/10/04,20660.81,20689.08,20592.18,20626.66,1660050000.0
2017/10/05,20650.71,20667.47,20602.26,20628.56,1378350000.0
2017/10/06,20716.85,20721.15,20659.15,20690.71,1459790000.0
2017/10/10,20680.54,20823.66,20663.08,20823.51,1485200000.0
2017/10/11,20803.71,20898.41,20788.12,20881.27,1531580000.0
2017/10/12,20958.18,20994.4,20917.04,20954.72,1536270000.0
2017/10/13,20959.66,21211.29,20933.0,21155.18,1847950000.0
2017/10/16,21221.27,21347.07,21187.93,21255.56,1801250000.0
2017/10/17,21352.17,21393.96,21230.67,21336.12,1593640000.0
2017/10/18,21374.66,21402.76,21317.67,21363.05,1357760000.0
2017/10/19,21450.04,21503.85,21381.52,21448.52,1520380000.0
2017/10/20,21390.95,21489.26,21363.1,21457.64,1522220000.0
2017/10/23,21709.3,21723.6,21614.51,21696.65,1582070000.0
2017/10/24,21670.0,21805.17,21646.52,21805.17,1571560000.0
2017/10/25,21900.13,21921.36,21648.35,21707.62,1968430000.0
2017/10/26,21698.95,21793.62,21688.56,21739.78,1590080000.0
2017/10/27,21903.27,22016.5,21815.72,22008.45,1991180000.0
2017/10/30,22047.95,22086.88,21921.24,22011.67,2371580000.0
2017/10/31,21897.29,22020.38,21840.07,22011.61,1888010000.0
2017/11/01,22144.92,22455.92,22130.03,22420.08,2056820000.0
2017/11/02,22512.18,22540.25,22400.01,22539.12,1868480000.0
2017/11/06,22612.96,22644.68,22435.34,22548.35,1938160000.0
2017/11/07,22518.75,22953.18,22512.91,22937.6,1896650000.0
2017/11/08,22849.91,22922.8,22759.07,22913.82,1868220000.0
2017/11/09,22989.44,23382.15,22522.83,22868.71,2747750000.0
2017/11/10,22580.7,22724.39,22511.93,22681.42,1890460000.0
2017/11/13,22607.56,22607.92,22380.99,22380.99,1565730000.0
2017/11/14,22342.93,22532.3,22323.24,22380.01,1735790000.0
2017/11/15,22250.98,22305.24,22004.79,22028.32,2159180000.0
2017/11/16,21975.23,22392.13,21972.34,22351.12,1774160000.0
2017/11/17,22603.3,22757.4,22319.12,22396.8,1980210000.0
2017/11/20,22279.98,22410.24,22215.07,22261.76,1454660000.0
2017/11/21,22456.79,22563.25,22416.48,22416.48,1528300000.0
2017/11/22,22601.55,22677.34,22513.44,22523.15,1603390000.0
2017/11/24,22390.14,22567.2,22381.01,22550.85,1329640000.0
2017/11/27,22657.08,22659.33,22423.4,22495.99,1372340000.0
2017/11/28,22474.74,22580.99,22363.94,22486.24,1482180000.0
2017/11/29,22613.96,22643.93,22537.12,22597.2,1701830000.0
2017/11/30,22601.83,22748.32,22502.68,22724.96,2445570000.0
2017/12/01,22916.93,22994.31,22675.07,22819.03,1627100000.0
2017/12/04,22843.53,22864.33,22693.99,22707.16,1394430000.0
2017/12/05,22595.33,22682.71,22522.28,22622.38,1477120000.0
2017/12/06,22525.38,22528.21,22119.21,22177.04,1791740000.0
2017/12/07,22317.15,22515.24,22317.15,22498.03,1528330000.0
2017/12/08,22627.95,22819.71,22625.41,22811.08,2005300000.0
2017/12/11,22894.3,22938.73,22787.4,22938.73,1420070000.0
2017/12/12,22936.41,22994.33,22834.89,22866.17,1600620000.0
2017/12/13,22879.27,22879.37,22697.32,22758.07,1900540000.0
2017/12/14,22699.3,22786.61,22638.76,22694.45,1666820000.0
2017/12/15,22621.36,22745.09,22478.32,22553.22,1844210000.0
2017/12/18,22770.44,22927.5,22735.2,22901.77,1613630000.0
2017/12/19,22961.47,22990.42,22862.82,22868.0,1458990000.0
2017/12/20,22834.93,22923.5,22806.73,22891.72,1661240000.0
2017/12/21,22852.01,22894.95,22728.06,22866.1,1451820000.0
2017/12/22,22850.73,22908.84,22801.16,22902.76,1489220000.0
2017/12/25,22909.41,22948.83,22870.19,22939.18,1056440000.0
2017/12/26,22922.95,22950.15,22877.63,22892.69,1094890000.0
2017/12/27,22854.39,22936.16,22854.39,22911.21,981240000.0
2017/12/28,22912.05,22954.45,22736.43,22783.98,997360000.0
2017/12/29,22831.49,22881.21,22753.2,22764.94,889150000.0
2018/01/04,23073.73,23506.33,23065.2,23506.33,1690650000.0
2018/01/05,23643.0,23730.47,23520.52,23714.53,1681440000.0
2018/01/09,23948.97,23952.61,23789.03,23849.99,1663410000.0
2018/01/10,23832.81,23864.76,23755.45,23788.2,1592600000.0
2018/01/11,23656.39,23734.97,23601.84,23710.43,1582830000.0
2018/01/12,23719.66,23743.05,23588.07,23653.82,1696190000.0
2018/01/15,23827.98,23833.27,23685.02,23714.88,1421700000.0
2018/01/16,23721.17,23962.07,23701.83,23951.81,1318170000.0
2018/01/17,23783.42,23891.63,23739.17,23868.34,1541400000.0
2018/01/18,24078.93,24084.42,23699.47,23763.37,1820750000.0
2018/01/19,23854.11,23872.69,23735.61,23808.06,1392340000.0
2018/01/22,23797.84,23816.33,23697.81,23816.33,1342980000.0
2018/01/23,23924.4,24129.34,23916.02,24124.15,1415120000.0
2018/01/24,24026.43,24072.77,23917.14,23940.78,1523560000.0
2018/01/25,23750.65,23828.4,23649.03,23669.49,1563330000.0
2018/01/26,23757.34,23797.96,23592.28,23631.88,1534270000.0
2018/01/29,23707.14,23787.23,23580.17,23629.34,1326280000.0
2018/01/30,23559.33,23581.98,23233.37,23291.97,1702720000.0
2018/01/31,23205.23,23375.38,23092.85,23098.29,1820730000.0
2018/02/01,23276.1,23492.77,23211.12,23486.11,1816560000.0
2018/02/02,23361.67,23367.96,23122.45,23274.53,1702440000.0
2018/02/05,22921.16,22967.69,22659.43,22682.08,1881890000.0
2018/02/06,22267.0,22277.45,21078.71,21610.24,3155710000.0
2018/02/07,22001.29,22353.87,21627.13,21645.37,2336290000.0
2018/02/08,21721.57,21977.03,21649.7,21890.86,1820420000.0
2018/02/09,21507.74,21510.3,21119.01,21382.62,2137480000.0
2018/02/13,21633.34,21679.2,21211.53,21244.68,1962390000.0
2018/02/14,21251.24,21371.01,20950.15,21154.17,1842290000.0
2018/02/15,21384.1,21578.99,21308.92,21464.98,1571110000.0
2018/02/16,21555.99,21866.37,21499.88,21720.25,1428880000.0
2018/02/19,21903.66,22152.85,21858.33,22149.21,1290800000.0
2018/02/20,22054.32,22063.87,21831.45,21925.1,1236820000.0
2018/02/21,21942.42,22130.58,21836.73,21970.81,1382020000.0
2018/02/22,21789.88,21799.4,21626.85,21736.44,1349480000.0
2018/02/23,21789.72,21903.39,21741.63,21892.78,1198000000.0
2018/02/26,22134.64,22226.53,22040.87,22153.63,1242540000.0
2018/02/27,22391.67,22502.05,22325.07,22389.86,1329100000.0
2018/02/28,22292.53,22380.28,22068.24,22068.24,1542290000.0
2018/03/01,21901.13,21901.13,21645.22,21724.47,1518480000.0
2018/03/02,21339.98,21366.09,21088.96,21181.64,1601000000.0
2018/03/05,21047.81,21164.38,20937.26,21042.09,1510450000.0
2018/03/06,21390.2,21551.14,21381.42,21417.76,1288810000.0
2018/03/07,21261.96,21484.08,21201.94,21252.72,1467440000.0
2018/03/08,21488.16,21488.16,21299.4,21368.07,1225760000.0
2018/03/09,21594.22,21884.45,21357.55,21469.2,1750480000.0
2018/03/12,21826.1,21971.16,21689.97,21824.03,1253600000.0
2018/03/13,21742.45,21968.1,21700.78,21968.1,1221520000.0
