date,open,high,low,close,volume,adj.close
2018/01/04,1985,1986,1945,1960,176400,1960
2018/01/05,1998,2235,1991,2211,1975500,2211
2018/01/09,2295,2384,2252,2360,1427900,2360
2018/01/10,2382,2395,2297,2359,683900,2359
2018/01/11,2310,2366,2306,2339,301600,2339
2018/01/12,2355,2394,2313,2339,363100,2339
2018/01/15,2357,2365,2305,2334,331800,2334
2018/01/16,2323,2334,2256,2274,327600,2274
2018/01/17,2260,2260,2207,2242,287800,2242
2018/01/18,2240,2268,2169,2186,251700,2186
2018/01/19,2200,2202,2121,2164,213700,2164
2018/01/22,2160,2284,2130,2277,446700,2277
2018/01/23,2287,2307,2245,2258,283900,2258
2018/01/24,2273,2285,2211,2238,175700,2238
2018/01/25,2250,2319,2238,2313,461700,2313
2018/01/26,2315,2315,2255,2260,236300,2260
