date,open,high,low,close,volume,adj.close
2018/01/04,1296,1332,1270,1312,146800,1312
2018/01/05,1290,1313,1258,1279,200100,1279
2018/01/09,1290,1290,1232,1236,214500,1236
2018/01/10,1245,1280,1244,1278,139400,1278
2018/01/11,1265,1287,1255,1268,87100,1268
2018/01/12,1279,1312,1275,1286,147700,1286
2018/01/15,1300,1375,1298,1364,260800,1364
2018/01/16,1360,1437,1339,1432,352600,1432
2018/01/17,1435,1448,1375,1419,242500,1419
2018/01/18,1425,1428,1379,1385,216300,1385
2018/01/19,1397,1434,1371,1397,129800,1397
2018/01/22,1417,1534,1417,1485,360600,1485
2018/01/23,1485,1515,1467,1475,135800,1475
2018/01/24,1466,1502,1460,1484,110100,1484
2018/01/25,1470,1493,1429,1450,133100,1450
2018/01/26,1440,1499,1428,1488,124100,1488
2018/01/29,1470,1489,1440,1448,106100,1448
2018/01/30,1436,1440,1349,1416,283400,1416
2018/01/31,1386,1458,1364,1445,180400,1445
